,avg._session_duration,bounce_rate,content_unique?,design_unique?,listing_type,net_profit,page_views_0,page_views_1,page_views_2,page_views_3,page_views_4,page_views_5,page_views_6,page_views_7,page_views_8,page_views_9,page_visitors_0,page_visitors_1,page_visitors_2,page_visitors_3,page_visitors_4,page_visitors_5,page_visitors_6,page_visitors_7,page_visitors_8,page_visitors_9,pages_/_session,platform,site_age,site_type,starting_price,template_unique?
0,"
  00:00:21
","
  92.72%
",,,,"
  $3 p/mo
","3,456","3,936","5,094","3,106","2,538","6,003","4,810","3,410","2,228","1,898","2,821","3,268","4,295","2,616","2,154","5,125","4,028","2,925","1,859","1,600","
  1.11
","
  —
","
  5 years
","
  Content
",Ended Without a Winner,
0,"
  00:00:43
","
  70.26%
",,,,"
  $3 p/mo
","5,189","4,696","6,357","7,884","8,171","9,651","9,340","9,834","10,310","8,900","2,744","2,511","3,229","3,925","4,267","4,947","4,591","5,049","5,188","4,505","
  1.81
","
  —
","
  7 years
","
  Content
",Ended Without a Winner,
0,"
  00:01:40
","
  0.16%
",,,,"
  $2 p/mo
",866,"1,010",849,"2,227",60,124,32,55,608,"1,628",83,100,98,131,18,36,12,13,43,115,"
  4.64
","
  —
","
  1 year
","
  Content
",Ended Without a Winner,
0,"
  00:02:33
","
  48.52%
","
  Yes
","
  Yes
","
  Starter Site
","
  $2 p/mo
",962,"73,999",884,0,0,0,0,0,0,0,488,"4,787",371,0,0,0,0,0,0,0,"
  1.96
","
  —
","
  4 months
","
  Content
","
    $99 ","
  No
"
0,"
  00:05:27
","
  55.27%
",,,,"
  $1 p/mo
",674,739,423,940,850,173,209,256,245,323,274,276,161,281,236,128,158,162,160,195,"
  2.40
","
  —
","
  2 years
","
  Services
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  Content
",Ended Without a Winner,"
  No
"
0,"
  00:01:51
","
  66.35%
",,,,"
  —
",208,128,102,328,401,406,862,366,861,779,62,51,74,206,79,189,103,56,67,85,"
  1.74
","
  —
","
  1 year
","
  Transactional / Marketplace
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Transactional / Marketplace
",Ended Without a Winner,
0,"
  00:03:49
","
  61.33%
",,,,"
  —
","3,199","3,100","1,859","2,379","3,820","4,481","1,972","3,451","1,648","1,787",313,223,270,299,506,"1,282",186,536,185,163,"
  6.66
","
  —
","
  2 years
","
  Content
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Content
",Ended Without a Winner,"
  No
"
0,"
  00:00:30
","
  91.24%
",,,,"
  —
","16,764","5,539","2,781","9,965","15,479",423,0,0,0,0,"14,142","4,148","2,070","4,619","10,643",195,0,0,0,0,"
  1.19
","
  —
","
  1 year
","
  Content
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
",Ended Without a Winner,"
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  eCommerce
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  4 years
","
  eCommerce
",Ended Without a Winner,
0,"
  00:01:36
","
  68.96%
","
  Yes
","
  Yes
","
  Starter Site
",,"2,230",612,102,0,0,0,0,0,0,0,807,187,24,0,0,0,0,0,0,0,"
  2.93
","
  —
","
  3 months
","
  SaaS
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 months
","
  Content
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 year
","
  Services
",Ended Without a Winner,
0,"
  00:03:47
","
  56.31%
",,,,"
  —
","3,306","4,167","4,181","6,681","6,914","6,049","2,393","7,374","3,115",632,700,658,805,"1,619","2,869","2,128","1,112","1,946","1,836",326,"
  3.80
","
  —
","
  1 year
","
  Services
",Ended Without a Winner,
0,"
  00:02:01
","
  74.44%
",,,,"
  —
",400,438,"1,261","2,207","2,469","1,707","3,547","1,349",0,0,164,221,326,268,218,541,427,39,0,0,"
  2.22
","
  —
","
  1 year
","
  Transactional / Marketplace
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  8 years
","
  Content
","
    $15 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Transactional / Marketplace
",Ended Without a Winner,
0,"
  00:00:37
","
  89.53%
",,,,"
  —
","23,351","30,017","27,182","27,928","29,426","25,846","33,823","31,620","23,721","27,632","16,197","19,721","17,880","18,304","19,758","16,780","22,512","21,623","15,970","17,957","
  1.40
","
  —
","
  9 years
","
  Content
",Ended Without a Winner,
0,"
  00:00:22
","
  27.42%
","
  No
","
  Yes
","
  Starter Site
",,"2,707","10,005",0,0,0,0,0,0,0,0,"1,643","5,681",0,0,0,0,0,0,0,0,"
  1.12
","
  —
","
  3 months
","
  SaaS
","
    $49 ","
  No
"
0,"
  00:00:40
","
  89.80%
",,,,"
  —
","2,875","2,789","3,399","3,610","4,093","4,836","5,832","5,185","3,865","5,600","2,235","2,133","2,665","2,882","3,108","3,747","4,514","4,090","3,064","4,431","
  1.16
","
  —
","
  4 years
","
  Content
",Ended Without a Winner,
0,"
  00:10:11
","
  38.89%
",,,,"
  —
",10,25,42,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,"
  3.90
","
  Wordpress 4.9
","
  1 year
","
  Content
",Ended Without a Winner,
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,"
  00:02:51
","
  63.35%
",,,,"
  —
",599,"1,410","5,016",0,0,0,0,0,0,0,237,463,"1,081",0,0,0,0,0,0,0,"
  2.29
","
  —
","
  1 year
","
  Content
",Ended Without a Winner,
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  6 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 months
","
  Services
","
    $100 ","
  No
"
0,"
  00:01:45
","
  25.71%
","
  Yes
","
  No
","
  Starter Site
",,213,0,0,0,0,13,9,30,"3,615","1,369",31,0,0,0,0,5,9,28,"3,113","1,065","
  1.01
","
  —
","
  2 months
","
  Content
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 months
","
  Transactional / Marketplace
","
    $1 ","
  No
"
0,"
  00:01:56
","
  36.68%
","
  Yes
","
  Yes
","
  Starter Site
","
  —
",109,145,0,0,0,0,0,0,0,0,50,28,0,0,0,0,0,0,0,0,"
  1.94
","
  PHP
","
  3 months
","
  Content
","
    $1,999 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $87 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  SaaS
",Ended Without a Winner,
0,"
  00:00:26
","
  81.95%
",,,,"
  —
",143,190,247,263,241,292,168,162,170,0,94,143,161,185,169,181,128,118,80,0,"
  1.39
","
  —
","
  1 year
","
  Content
","
    $250 ",
0,"
  00:00:33
","
  85.93%
",,,,"
  —
","1,873","2,067","2,155","3,611","4,411","4,604","4,831","4,791","5,041","5,256","1,373","1,561","1,608","2,664","3,301","3,552","3,553","3,689","3,577","3,706","
  1.28
","
  —
","
  11 years
","
  Content
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  eCommerce
","
    $700 ",
0,"
  00:01:51
","
  68.30%
",,,,"
  —
","135,946","93,803","51,254","7,915",0,0,0,0,0,0,"64,419","43,814","24,561","3,962",0,0,0,0,0,0,"
  1.67
","
  —
","
  5 months
","
  Content
","
    $500 ",
0,"
  00:00:48
","
  2.06%
",,,,"
  —
","4,078","2,661","1,557","1,206","1,161","1,055","1,007",733,538,713,968,648,392,284,203,221,165,138,82,126,"
  3.81
","
  —
","
  1 year
","
  Content
",Ended Without a Winner,
0,"
  00:00:44
","
  75.97%
",,,,"
  —
",502,601,503,462,435,405,319,388,243,356,313,342,310,246,279,250,206,232,172,213,"
  1.54
","
  —
","
  1 year
","
  Content
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  18 years
","
  eCommerce
","
    $1,000 ",
0,"
  00:01:12
","
  58.32%
",,,,"
  —
",162,0,32,71,40,70,15,44,21,27,48,0,24,18,25,19,10,7,9,6,"
  1.46
","
  —
","
  6 years
","
  SaaS
","
    $95 ",
0,"
  00:01:26
","
  75.95%
",,,,"
  —
",184,436,594,268,534,"3,165","1,598",375,"1,132",354,106,270,393,188,289,"1,887",870,212,166,154,"
  1.45
","
  —
","
  1 year
","
  Content
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 months
","
  Content
","
    $1,750 ",
0,"
  00:00:32
","
  88.59%
",,,,"
  —
",863,679,832,597,751,"1,086",647,642,0,0,575,454,552,412,458,436,82,128,0,0,"
  1.44
","
  —
","
  2 years
","
  eCommerce
","
    $40 ",
0,"
  00:00:29
","
  89.08%
",,,,"
  —
","1,351","1,287",800,388,617,497,576,698,765,442,"1,086","1,110",702,277,589,417,488,573,564,322,"
  1.13
","
  Wordpress 4.9
","
  4 years
","
  eCommerce
","
    $500 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  18 years
","
  eCommerce
","
    $120,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  Services
","
    $1,000 ",
0,"
  00:00:35
","
  86.11%
",,,,"
  —
",36,6,20,51,21,9,23,5,24,30,36,4,12,46,4,8,13,5,24,15,"
  1.39
","
  Word​​Press
","
  5 years
","
  Content
","
    $49 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  18 years
","
  Content
","
    $499 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 months
","
  Content
","
    $2 ",
0,"
  00:01:12
","
  68.24%
",,,,"
  —
",259,692,256,173,105,163,129,62,68,89,143,278,114,81,52,68,80,34,20,40,"
  1.95
","
  —
","
  1 year
","
  Content
",Ended Without a Winner,
0,"
  00:09:12
","
  10.23%
","
  Yes
","
  Yes
","
  Starter Site
","
  —
",828,835,0,0,0,0,0,0,0,0,101,20,0,0,0,0,0,0,0,0,"
  7.97
","
  —
","
  11 months
","
  Content
","
    $35 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 years
","
  eCommerce
","
    $14,450 ",
0,"
  00:01:01
","
  52.05%
",,,,"
  —
","23,009","22,555","1,788","3,176",2,0,0,0,0,0,"13,981","14,103",595,957,1,0,0,0,0,0,"
  1.82
","
  —
","
  8 months
","
  eCommerce
","
    $1,250 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 months
","
  Services
","
    $20 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $50 ","
  No
"
0,"
  00:00:38
","
  91.11%
",,,,"
  -$1 p/mo
",109,56,29,89,81,120,96,92,107,118,75,37,25,54,41,52,38,28,69,57,"
  1.21
","
  —
","
  1 year
","
  Content
","
    $100 ",
0,"
  00:00:39
","
  62.53%
",,,,"
  -$3 p/mo
",153,89,38,172,44,102,105,113,"1,860","6,117",52,40,20,44,18,53,62,70,"1,046","4,264","
  2.20
","
  —
","
  1 year
","
  eCommerce
","
    $400 ",
0,,,,,,"
  -$5 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
",Ended Without a Winner,
0,"
  00:00:20
","
  93.95%
",,,,"
  -$6 p/mo
","1,266","1,211","1,275","1,720","1,476","2,047","1,742","1,407","1,981","2,097","1,094","1,063","1,110","1,414","1,212","1,537","1,304","1,000","1,250","1,415","
  1.09
","
  —
","
  3 years
","
  Content
",Ended Without a Winner,
0,,,,,,"
  -$14 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  eCommerce
",Ended Without a Winner,
0,"
  00:00:00
","
  0.00%
",,,,"
  -$15 p/mo
",0,0,0,0,0,27,142,169,187,149,0,0,0,0,0,19,86,87,77,69,"
  0.00
","
  —
","
  2 years
","
  eCommerce
","
    $2,000 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
","
  -$19 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  3 months
","
  Transactional / Marketplace
","
    $500 ","
  No
"
0,"
  00:00:29
","
  29.14%
",,,,"
  -$52 p/mo
","146,496","74,776","33,914",211,0,0,0,0,0,0,"59,616","27,931","17,459",210,0,0,0,0,0,0,"
  2.22
","
  Wordpress 4.9
","
  6 months
","
  Content
",Ended Without a Winner,
0,,,,,,"
  -$56 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  eCommerce
",Ended Without a Winner,
0,,,,,,"
  -$80 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  10 years
","
  Transactional / Marketplace
","
    $50,000 ",
0,"
  00:03:04
","
  38.29%
",,,,"
  -$113 p/mo
","4,020","4,157","3,695","5,224","8,627","8,323","9,317","17,722","18,575","19,250",458,448,571,576,924,"1,025",954,"1,739","1,934","1,752","
  5.08
","
  —
","
  5 years
","
  SaaS
",Ended Without a Winner,
0,,,,,,"
  -$400 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  9 months
","
  eCommerce
","
    $22,000 ",
0,,,,,,"
  -$615 p/mo
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $20,546 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 months
","
  eCommerce
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 month
","
  Services
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 months
","
  Content
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 years
","
  Services
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,"
  00:01:25
","
  61.88%
","
  Yes
","
  Yes
","
  Starter Site
",,"1,923","2,322","1,794","1,358","2,295","2,067","2,175","2,056","1,509","1,351",775,879,552,495,536,799,674,675,564,496,"
  2.47
","
  —
","
  5 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Transactional / Marketplace
",Ended Without a Winner,"
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Transactional / Marketplace
",Ended Without a Winner,"
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,"
  00:03:36
","
  79.24%
",,,,"
  —
",32,101,69,108,27,0,0,0,0,0,12,24,36,14,10,0,0,0,0,0,"
  2.06
","
  —
","
  1 year
","
  eCommerce
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 years
","
  eCommerce
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  eCommerce
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Content
",Ended Without a Winner,"
  No
"
0,"
  00:00:07
","
  0.85%
",,,,"
  —
","7,692","6,508","5,107","5,461","3,287",0,0,0,0,0,"3,366","3,087","2,463","2,596","1,135",0,0,0,0,0,"
  2.13
","
  —
","
  9 years
","
  Content
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  eCommerce
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  2 months
","
  Content
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 year
","
  eCommerce
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 years
","
  Content
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 months
","
  Content
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
",Ended Without a Winner,"
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,"
  00:01:17
","
  24.71%
","
  Yes
","
  Yes
","
  Starter Site
",,503,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,"
  0.99
","
  —
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,"
  00:00:01
","
  32.76%
",,,,"
  —
",536,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,"
  0.34
","
  —
","
  1 year
","
  Content
",Ended Without a Winner,
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
",Ended Without a Winner,"
  No
"
0,"
  00:00:28
","
  58.92%
",,,,"
  —
","5,563","21,593","143,731","165,658",586,0,0,0,0,0,"3,285","10,629","63,674","72,782",230,0,0,0,0,0,"
  1.82
","
  —
","
  5 months
","
  eCommerce
",Ended Without a Winner,
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
",Ended Without a Winner,"
  No
"
